transaction_id,customer_id,merchant,category,purchase_amount,installment_count,installment_amount,purchase_date,final_due_date,status,credit_score,risk_score,late_fee,default_flag
T000239,C5973,IKEA,Home,595.98,6,99.33,2023-07-23,2024-01-19,paid,608,22.73,0.0,0
T000240,C5433,Amazon,Fashion,4304.19,4,1076.05,2023-09-05,2024-01-03,ongoing,529,32.76,0.0,0
T000241,C3869,IKEA,Electronics,3621.0,4,905.25,2023-10-29,2024-02-26,ongoing,759,7.96,0.0,0
T000242,C1956,AliExpress,Grocery,361.65,4,90.41,2023-08-02,2023-11-30,paid,644,20.33,0.0,0
T000243,C9352,Target,Home,3546.48,6,591.08,2023-08-03,2024-01-30,ongoing,609,22.89,0.0,0
T000244,C6699,Apple Store,Grocery,2729.1,12,227.42,2023-06-07,2024-06-01,paid,319,53.29,0.0,0
T000245,C7944,Apple Store,Grocery,431.58,3,143.86,2023-03-10,2023-06-08,ongoing,840,0.0,0.0,0
T000246,C5493,AliExpress,Books,2305.05,12,192.09,2023-03-26,2024-03-20,paid,776,5.49,0.0,0
T000247,C5911,eBay,Electronics,2436.36,6,406.06,2023-09-24,2024-03-22,ongoing,568,26.4,0.0,0
T000248,C4987,IKEA,Beauty,849.73,12,70.81,2023-03-10,2024-03-04,late,302,56.62,27.97,0
T000249,C7015,IKEA,Health,4729.85,6,788.31,2023-04-09,2023-10-06,paid,315,52.07,0.0,0
T000250,C2218,AliExpress,Office,4253.63,6,708.94,2023-12-13,2024-06-10,ongoing,657,20.13,0.0,0
T000251,C5496,IKEA,Grocery,3353.39,3,1117.8,2023-08-04,2023-11-02,ongoing,432,40.07,0.0,0
T000252,C5735,eBay,Electronics,2324.92,12,193.74,2023-06-10,2024-06-04,ongoing,611,22.33,0.0,0
T000253,C5555,Apple Store,Books,2073.53,3,691.18,2023-04-04,2023-07-03,late,781,6.94,22.78,0
T000254,C9050,Target,Home,3263.59,12,271.97,2023-06-23,2024-06-17,late,843,0.56,19.24,0
T000255,C4446,Nike,Sports,2738.52,18,152.14,2023-06-14,2024-12-05,ongoing,604,26.41,0.0,0
T000256,C2045,Apple Store,Sports,334.81,3,111.6,2023-04-25,2023-07-24,late,568,29.98,24.47,0
T000257,C7893,Walmart,Health,2574.7,3,858.23,2023-08-08,2023-11-06,ongoing,713,14.82,0.0,0
T000258,C2693,Walmart,Books,4036.86,6,672.81,2023-01-31,2023-07-30,ongoing,324,53.01,0.0,0
T000259,C4436,Apple Store,Electronics,2309.72,3,769.91,2023-01-11,2023-04-11,late,615,23.32,18.33,0
T000260,C9754,eBay,Books,283.48,12,23.62,2023-12-09,2024-12-03,paid,575,26.92,0.0,0
T000261,C6895,Nike,Office,3936.73,3,1312.24,2023-05-10,2023-08-08,ongoing,688,17.99,0.0,0
T000262,C4354,Target,Office,1026.78,3,342.26,2023-04-15,2023-07-14,paid,743,11.11,0.0,0
T000263,C1225,IKEA,Beauty,1311.64,18,72.87,2023-01-27,2024-07-20,defaulted,726,12.72,0.0,1
T000264,C5893,Walmart,Sports,844.41,6,140.73,2023-08-15,2024-02-11,paid,356,48.33,0.0,0
T000265,C8022,Walmart,Sports,1667.82,12,138.98,2023-01-02,2023-12-28,late,667,16.49,15.76,0
T000266,C6600,Walmart,Office,3789.84,4,947.46,2023-12-25,2024-04-23,paid,641,22.68,0.0,0
T000267,C8996,Adidas,Books,2608.94,6,434.82,2023-04-11,2023-10-08,ongoing,603,23.95,0.0,0
T000268,C8683,eBay,Health,1044.28,6,174.05,2023-01-21,2023-07-20,late,673,17.47,20.78,0
T000269,C5642,Apple Store,Health,4392.2,6,732.03,2023-02-27,2023-08-26,ongoing,411,42.36,0.0,0
T000270,C8679,Nike,Grocery,4400.92,6,733.49,2023-06-29,2023-12-26,late,305,55.85,10.24,0
T000271,C9208,Apple Store,Home,4356.13,6,726.02,2023-12-07,2024-06-04,ongoing,578,25.31,0.0,0
T000272,C8339,Adidas,Sports,1213.01,4,303.25,2023-12-15,2024-04-13,paid,681,18.24,0.0,0
T000273,C3205,Walmart,Office,2269.92,3,756.64,2023-01-20,2023-04-20,ongoing,312,52.36,0.0,0
T000274,C2069,AliExpress,Books,4925.32,6,820.89,2023-09-12,2024-03-10,ongoing,602,26.35,0.0,0
T000275,C4444,Adidas,Electronics,3865.76,3,1288.59,2023-11-13,2024-02-11,ongoing,459,40.02,0.0,0
T000276,C2060,eBay,Home,160.16,6,26.69,2023-02-07,2023-08-06,defaulted,453,38.36,0.0,1
T000277,C3327,Target,Health,349.39,3,116.46,2023-05-28,2023-08-26,defaulted,480,37.26,0.0,1
T000278,C4420,IKEA,Fashion,2333.06,6,388.84,2023-01-25,2023-07-24,ongoing,825,1.75,0.0,0
T000279,C1301,BestBuy,Fashion,4548.37,6,758.06,2023-05-01,2023-10-28,defaulted,479,35.81,0.0,1
T000280,C1606,Nike,Books,2705.04,3,901.68,2023-01-26,2023-04-26,late,676,18.84,10.02,0
T000281,C4170,Adidas,Automotive,2501.62,3,833.87,2023-06-18,2023-09-16,paid,467,37.91,0.0,0
T000282,C1699,Target,Automotive,549.73,3,183.24,2023-11-19,2024-02-17,ongoing,513,33.29,0.0,0
T000283,C6088,BestBuy,Sports,3292.48,6,548.75,2023-08-13,2024-02-09,late,449,38.78,42.61,0
T000284,C1190,Target,Electronics,4114.96,12,342.91,2023-01-01,2023-12-27,paid,315,53.03,0.0,0
T000285,C1980,Apple Store,Grocery,1917.59,3,639.2,2023-11-03,2024-02-01,late,390,47.49,29.95,0
T000286,C3975,Apple Store,Books,3883.67,6,647.28,2023-09-18,2024-03-16,late,419,42.55,33.44,0
T000287,C7102,Walmart,Fashion,4823.27,4,1205.82,2023-01-13,2023-05-13,late,552,31.61,24.76,0
T000288,C2184,Amazon,Fashion,1038.74,4,259.68,2023-02-17,2023-06-17,paid,359,50.89,0.0,0
T000289,C4327,IKEA,Electronics,2628.56,12,219.05,2023-11-09,2024-11-03,ongoing,565,27.08,0.0,0
T000290,C4394,eBay,Sports,1453.51,4,363.38,2023-10-18,2024-02-15,ongoing,708,12.91,0.0,0
T000291,C9319,eBay,Automotive,3969.45,4,992.36,2023-11-28,2024-03-27,ongoing,330,53.45,0.0,0
T000292,C2816,Walmart,Beauty,2898.53,3,966.18,2023-04-04,2023-07-03,ongoing,320,52.57,0.0,0
T000293,C6854,Apple Store,Sports,3182.05,3,1060.68,2023-09-18,2023-12-17,paid,588,24.22,0.0,0
T000294,C7709,Walmart,Sports,3994.62,3,1331.54,2023-10-05,2024-01-03,paid,842,0.0,0.0,0
T000295,C1569,AliExpress,Health,1994.95,3,664.98,2023-12-25,2024-03-24,late,797,5.69,23.42,0
T000296,C6442,Adidas,Grocery,4577.57,6,762.93,2023-07-24,2024-01-20,ongoing,773,8.9,0.0,0
T000297,C2895,Adidas,Grocery,2676.82,4,669.2,2023-07-04,2023-11-01,ongoing,704,13.13,0.0,0
T000298,C3733,Nike,Fashion,810.83,4,202.71,2023-06-24,2023-10-22,ongoing,847,0.0,0.0,0
T000299,C4863,Apple Store,Grocery,3487.1,3,1162.37,2023-11-05,2024-02-03,ongoing,431,43.59,0.0,0
T000300,C8455,Amazon,Fashion,3971.48,3,1323.83,2023-03-10,2023-06-08,ongoing,623,23.7,0.0,0
T000301,C5014,AliExpress,Sports,1600.89,6,266.82,2023-04-14,2023-10-11,paid,431,42.26,0.0,0
T000302,C2686,AliExpress,Electronics,4289.47,18,238.3,2023-09-03,2025-02-24,ongoing,820,4.08,0.0,0
T000303,C4009,Apple Store,Beauty,4533.06,3,1511.02,2023-06-10,2023-09-08,paid,329,51.82,0.0,0
T000304,C8806,Adidas,Electronics,1402.6,12,116.88,2023-07-19,2024-07-13,ongoing,600,26.03,0.0,0
T000305,C1154,BestBuy,Sports,4918.02,6,819.67,2023-08-04,2024-01-31,late,303,54.19,34.32,0
T000306,C2409,Adidas,Office,725.04,6,120.84,2023-07-31,2024-01-27,late,624,21.58,28.25,0
T000307,C1784,Nike,Books,1030.03,4,257.51,2023-01-16,2023-05-16,defaulted,808,5.12,0.0,1
T000308,C9096,Nike,Automotive,941.52,3,313.84,2023-11-28,2024-02-26,late,536,31.08,7.46,0
T000309,C8560,Apple Store,Books,4472.6,3,1490.87,2023-07-24,2023-10-22,late,834,3.53,27.1,0
T000310,C8343,IKEA,Beauty,3280.11,6,546.69,2023-12-31,2024-06-28,late,315,52.9,9.11,0
T000311,C8206,IKEA,Grocery,781.72,4,195.43,2023-02-08,2023-06-08,paid,833,3.39,0.0,0
T000312,C6596,Amazon,Books,2215.61,12,184.63,2023-03-30,2024-03-24,ongoing,745,12.23,0.0,0
T000313,C6801,IKEA,Grocery,3086.11,4,771.53,2023-09-13,2024-01-11,ongoing,802,3.77,0.0,0
T000314,C3806,Target,Sports,440.23,3,146.74,2023-09-11,2023-12-10,ongoing,529,33.29,0.0,0
T000315,C1537,Target,Beauty,4415.02,6,735.84,2023-08-04,2024-01-31,paid,406,44.13,0.0,0
T000316,C6986,eBay,Health,4022.93,3,1340.98,2023-10-30,2024-01-28,ongoing,688,17.87,0.0,0
T000317,C2841,Target,Automotive,2538.4,4,634.6,2023-06-21,2023-10-19,late,562,28.6,33.79,0
T000318,C9716,BestBuy,Automotive,4836.45,6,806.08,2023-05-17,2023-11-13,defaulted,364,49.58,0.0,1
T000319,C7971,BestBuy,Office,2103.36,12,175.28,2023-06-27,2024-06-21,ongoing,564,28.47,0.0,0
T000320,C6625,BestBuy,Health,4920.95,6,820.16,2023-03-18,2023-09-14,ongoing,637,20.21,0.0,0
T000321,C3950,Target,Fashion,3347.9,6,557.98,2023-07-07,2024-01-03,defaulted,600,23.8,0.0,1
T000322,C8992,Amazon,Automotive,3182.49,6,530.42,2023-01-15,2023-07-14,ongoing,677,17.0,0.0,0
T000323,C5780,Adidas,Home,850.63,12,70.89,2023-10-19,2024-10-13,paid,474,38.62,0.0,0
T000324,C3368,Apple Store,Fashion,4412.59,3,1470.86,2023-11-15,2024-02-13,ongoing,451,40.32,0.0,0
T000325,C7655,Walmart,Automotive,2151.76,3,717.25,2023-11-21,2024-02-19,paid,775,8.25,0.0,0
T000326,C9173,eBay,Sports,832.11,3,277.37,2023-08-02,2023-10-31,ongoing,565,27.63,0.0,0
T000327,C5495,Nike,Beauty,87.72,3,29.24,2023-07-27,2023-10-25,late,628,22.13,28.58,0
T000328,C7002,AliExpress,Beauty,2809.78,6,468.3,2023-06-18,2023-12-15,paid,462,36.98,0.0,0
T000329,C7614,Nike,Home,2648.81,6,441.47,2023-11-26,2024-05-24,ongoing,737,12.57,0.0,0
T000330,C6919,eBay,Sports,3603.78,6,600.63,2023-10-07,2024-04-04,ongoing,642,22.76,0.0,0
T000331,C1853,Nike,Home,4454.03,3,1484.68,2023-11-01,2024-01-30,ongoing,666,18.03,0.0,0
T000332,C5146,Adidas,Grocery,420.05,6,70.01,2023-05-26,2023-11-22,defaulted,764,6.64,0.0,1
T000333,C4769,Nike,Electronics,3664.2,4,916.05,2023-09-20,2024-01-18,paid,498,33.88,0.0,0
T000334,C1574,Nike,Automotive,957.37,6,159.56,2023-01-04,2023-07-03,ongoing,799,5.71,0.0,0
T000335,C2148,Adidas,Sports,4294.43,6,715.74,2023-03-31,2023-09-27,ongoing,315,53.95,0.0,0
T000336,C7293,Adidas,Electronics,4099.84,4,1024.96,2023-03-01,2023-06-29,ongoing,595,26.65,0.0,0
T000337,C7457,Target,Electronics,2715.45,3,905.15,2023-11-07,2024-02-05,paid,810,3.02,0.0,0
T000338,C8509,Adidas,Beauty,3558.46,3,1186.15,2023-01-16,2023-04-16,paid,538,32.25,0.0,0
T000339,C5777,Walmart,Beauty,1588.89,12,132.41,2023-08-15,2024-08-09,ongoing,600,25.75,0.0,0
T000340,C4854,IKEA,Health,2369.06,12,197.42,2023-01-29,2024-01-24,paid,305,53.79,0.0,0
T000341,C3491,Walmart,Grocery,4112.64,6,685.44,2023-05-31,2023-11-27,paid,519,33.28,0.0,0
T000342,C4124,Nike,Sports,2309.84,3,769.95,2023-09-02,2023-12-01,defaulted,752,8.39,0.0,1
T000343,C6691,Walmart,Office,1805.05,4,451.26,2023-09-27,2024-01-25,late,732,11.61,35.0,0
T000344,C4051,eBay,Sports,2483.71,6,413.95,2023-03-20,2023-09-16,paid,685,18.02,0.0,0
T000345,C1004,Apple Store,Grocery,4145.54,6,690.92,2023-10-16,2024-04-13,paid,594,25.28,0.0,0
T000346,C6222,IKEA,Beauty,1692.66,3,564.22,2023-06-02,2023-08-31,ongoing,417,44.66,0.0,0
T000347,C6315,Apple Store,Beauty,889.46,3,296.49,2023-10-04,2024-01-02,late,704,14.96,12.33,0
T000348,C5869,AliExpress,Automotive,3567.27,6,594.54,2023-10-06,2024-04-03,ongoing,311,52.67,0.0,0
T000349,C1876,Walmart,Books,4134.24,4,1033.56,2023-02-26,2023-06-26,ongoing,508,34.52,0.0,0
T000350,C8027,Apple Store,Beauty,525.67,3,175.22,2023-07-05,2023-10-03,ongoing,464,38.62,0.0,0
T000351,C5142,Adidas,Home,1218.37,3,406.12,2023-04-03,2023-07-02,late,593,25.29,22.1,0
T000352,C7966,Amazon,Automotive,731.31,4,182.83,2023-10-03,2024-01-31,ongoing,818,1.68,0.0,0
T000353,C8079,Amazon,Fashion,1756.01,12,146.33,2023-06-07,2024-06-01,ongoing,377,46.97,0.0,0
T000354,C8987,Adidas,Books,2265.5,18,125.86,2023-10-02,2025-03-25,ongoing,733,9.99,0.0,0
T000355,C7799,Apple Store,Books,3750.41,6,625.07,2023-06-30,2023-12-27,ongoing,376,45.8,0.0,0
T000356,C5465,Nike,Home,3264.46,4,816.12,2023-12-25,2024-04-23,ongoing,347,49.96,0.0,0
T000357,C1635,Adidas,Books,3114.12,3,1038.04,2023-03-18,2023-06-16,late,381,46.12,13.11,0
T000358,C2693,IKEA,Office,1778.07,4,444.52,2023-05-31,2023-09-28,late,508,35.9,33.21,0
T000359,C5752,BestBuy,Beauty,4211.2,4,1052.8,2023-08-26,2023-12-24,ongoing,744,10.1,0.0,0
T000360,C9311,eBay,Beauty,2369.65,6,394.94,2023-10-16,2024-04-13,late,821,3.93,39.84,0
T000361,C1830,Nike,Automotive,4896.05,4,1224.01,2023-08-19,2023-12-17,paid,328,52.32,0.0,0
T000362,C6177,IKEA,Grocery,3179.86,3,1059.95,2023-01-18,2023-04-18,ongoing,603,25.52,0.0,0
T000363,C9932,Apple Store,Home,653.17,3,217.72,2023-03-14,2023-06-12,paid,764,7.64,0.0,0
T000364,C9308,Nike,Beauty,3388.98,4,847.24,2023-07-08,2023-11-05,defaulted,801,6.67,0.0,1
T000365,C6949,Nike,Electronics,1642.39,3,547.46,2023-01-17,2023-04-17,ongoing,745,10.62,0.0,0
T000366,C3838,Apple Store,Health,3439.48,3,1146.49,2023-01-19,2023-04-19,ongoing,789,7.43,0.0,0
T000367,C2150,Adidas,Beauty,371.46,18,20.64,2023-08-07,2025-01-28,late,727,11.76,32.08,0
T000368,C8560,Apple Store,Sports,895.04,4,223.76,2023-11-22,2024-03-21,paid,658,17.6,0.0,0
T000369,C2931,Walmart,Electronics,4282.29,4,1070.57,2023-04-30,2023-08-28,ongoing,390,46.69,0.0,0
T000370,C2664,Walmart,Grocery,1155.22,12,96.27,2023-04-11,2024-04-05,paid,352,47.83,0.0,0
T000371,C2081,eBay,Electronics,4189.28,18,232.74,2023-02-03,2024-07-27,ongoing,503,34.6,0.0,0
T000372,C1512,Amazon,Books,1414.4,6,235.73,2023-03-25,2023-09-21,late,455,38.27,28.67,0
T000373,C8805,Target,Health,3223.34,12,268.61,2023-07-15,2024-07-09,ongoing,301,55.41,0.0,0
T000374,C6237,eBay,Fashion,3478.4,4,869.6,2023-11-26,2024-03-25,ongoing,656,21.32,0.0,0
T000375,C1559,eBay,Health,2575.46,4,643.86,2023-07-21,2023-11-18,paid,357,49.16,0.0,0
T000376,C4672,BestBuy,Beauty,1543.92,4,385.98,2023-12-10,2024-04-08,ongoing,553,30.97,0.0,0
T000377,C8404,Target,Automotive,1082.91,6,180.48,2023-12-07,2024-06-04,ongoing,479,37.13,0.0,0
T000378,C4343,Amazon,Office,190.12,6,31.69,2023-01-11,2023-07-10,paid,792,5.78,0.0,0
T000379,C5070,Nike,Grocery,1537.13,4,384.28,2023-12-13,2024-04-11,late,334,53.32,7.22,0
T000380,C1580,Target,Automotive,3274.48,3,1091.49,2023-08-06,2023-11-04,ongoing,374,49.16,0.0,0
T000381,C8004,BestBuy,Beauty,4693.07,6,782.18,2023-09-10,2024-03-08,paid,588,27.34,0.0,0
T000382,C9130,AliExpress,Automotive,4359.24,3,1453.08,2023-08-10,2023-11-08,ongoing,670,17.19,0.0,0
T000383,C4147,eBay,Sports,3836.17,6,639.36,2023-03-21,2023-09-17,ongoing,628,22.38,0.0,0
T000384,C5249,Apple Store,Electronics,3947.53,6,657.92,2023-01-07,2023-07-06,ongoing,603,23.6,0.0,0
T000385,C2679,eBay,Office,3333.3,6,555.55,2023-09-29,2024-03-27,ongoing,520,32.78,0.0,0
T000386,C4506,Adidas,Beauty,1319.93,6,219.99,2023-08-15,2024-02-11,late,463,38.64,30.83,0
T000387,C8253,BestBuy,Books,4538.3,12,378.19,2023-01-16,2024-01-11,ongoing,779,8.43,0.0,0
T000388,C3744,eBay,Grocery,3361.89,4,840.47,2023-01-12,2023-05-12,paid,754,11.18,0.0,0
T000389,C6188,eBay,Books,2813.19,6,468.86,2023-10-18,2024-04-15,ongoing,674,17.26,0.0,0
T000390,C3141,Target,Electronics,577.17,6,96.2,2023-08-29,2024-02-25,defaulted,519,31.17,0.0,1
T000391,C7617,Target,Office,2249.1,3,749.7,2023-01-21,2023-04-21,paid,553,31.15,0.0,0
T000392,C3479,Apple Store,Electronics,2315.28,3,771.76,2023-06-27,2023-09-25,paid,487,35.0,0.0,0
T000393,C7484,IKEA,Home,4326.2,3,1442.07,2023-08-16,2023-11-14,ongoing,490,36.49,0.0,0
T000394,C8421,Adidas,Books,2744.57,4,686.14,2023-09-30,2024-01-28,ongoing,688,14.3,0.0,0
T000395,C5452,Apple Store,Electronics,1917.49,6,319.58,2023-10-15,2024-04-12,ongoing,514,33.2,0.0,0
T000396,C6881,AliExpress,Electronics,4884.58,12,407.05,2023-10-24,2024-10-18,late,674,19.54,28.16,0
T000397,C7665,Adidas,Automotive,575.83,3,191.94,2023-05-14,2023-08-12,ongoing,385,44.9,0.0,0
T000398,C3849,Target,Beauty,2127.18,3,709.06,2023-10-10,2024-01-08,paid,773,7.39,0.0,0
T000399,C8390,eBay,Automotive,234.07,18,13.0,2023-06-02,2024-11-23,paid,830,1.23,0.0,0
T000400,C7905,Nike,Home,3706.02,3,1235.34,2023-03-07,2023-06-05,ongoing,346,52.02,0.0,0
T000401,C3489,eBay,Health,4592.43,4,1148.11,2023-05-17,2023-09-14,paid,364,50.08,0.0,0
T000402,C5611,Amazon,Health,1418.19,6,236.36,2023-04-02,2023-09-29,paid,774,6.55,0.0,0
T000403,C3839,Apple Store,Automotive,4295.25,4,1073.81,2023-11-13,2024-03-12,paid,445,38.82,0.0,0
T000404,C9527,Adidas,Fashion,1478.79,3,492.93,2023-09-16,2023-12-15,ongoing,681,17.41,0.0,0
T000405,C6878,Nike,Books,4556.08,3,1518.69,2023-04-13,2023-07-12,ongoing,365,47.85,0.0,0
T000406,C7303,Amazon,Automotive,3775.96,3,1258.65,2023-02-24,2023-05-25,ongoing,816,4.09,0.0,0
T000407,C1851,AliExpress,Sports,4029.41,6,671.57,2023-09-14,2024-03-12,late,392,43.93,47.62,0
T000408,C2687,eBay,Sports,114.58,4,28.64,2023-04-11,2023-08-09,paid,725,11.03,0.0,0
T000409,C7833,IKEA,Grocery,4814.98,3,1604.99,2023-07-17,2023-10-15,ongoing,767,9.05,0.0,0
T000410,C3427,BestBuy,Home,3640.19,6,606.7,2023-10-28,2024-04-25,late,393,44.55,19.66,0
T000411,C5000,Amazon,Home,1541.14,12,128.43,2023-08-14,2024-08-08,ongoing,432,43.23,0.0,0
T000412,C6052,eBay,Automotive,4151.24,3,1383.75,2023-08-25,2023-11-23,late,733,9.93,5.93,0
T000413,C3738,eBay,Office,1425.57,4,356.39,2023-01-26,2023-05-26,defaulted,640,19.86,0.0,1
T000414,C6732,Adidas,Electronics,4366.95,6,727.82,2023-05-01,2023-10-28,late,613,25.69,47.35,0
T000415,C6387,Adidas,Beauty,585.09,3,195.03,2023-07-01,2023-09-29,late,511,33.63,44.21,0
T000416,C9002,IKEA,Electronics,3525.84,4,881.46,2023-07-18,2023-11-15,ongoing,819,3.91,0.0,0
T000417,C6536,Amazon,Electronics,2714.97,6,452.49,2023-10-29,2024-04-26,ongoing,458,37.93,0.0,0
T000418,C4913,Target,Home,505.26,12,42.1,2023-09-12,2024-09-06,paid,567,28.74,0.0,0
T000419,C2066,Adidas,Home,1228.42,12,102.37,2023-05-02,2024-04-26,ongoing,773,8.6,0.0,0
T000420,C8723,BestBuy,Sports,86.71,6,14.45,2023-01-31,2023-07-30,ongoing,709,13.36,0.0,0
T000421,C5380,eBay,Home,2357.12,6,392.85,2023-11-11,2024-05-09,paid,773,9.02,0.0,0
T000422,C5107,eBay,Automotive,1523.79,4,380.95,2023-10-12,2024-02-09,ongoing,655,19.91,0.0,0
T000423,C6726,AliExpress,Sports,3001.83,6,500.3,2023-04-16,2023-10-13,late,492,35.36,44.11,0
T000424,C4373,AliExpress,Books,1503.76,4,375.94,2023-08-12,2023-12-10,late,570,28.23,33.95,0
T000425,C9945,IKEA,Electronics,1517.1,3,505.7,2023-09-30,2023-12-29,late,413,44.01,15.32,0
T000426,C3082,Amazon,Books,3722.39,6,620.4,2023-08-20,2024-02-16,paid,822,1.46,0.0,0
T000427,C9967,Walmart,Electronics,264.51,6,44.08,2023-09-13,2024-03-11,late,354,49.21,33.24,0
T000428,C7748,Nike,Electronics,4516.9,4,1129.22,2023-01-24,2023-05-24,late,364,47.97,45.54,0
T000429,C1417,Adidas,Grocery,4265.01,12,355.42,2023-04-19,2024-04-13,paid,571,27.5,0.0,0
T000430,C9306,Amazon,Electronics,3347.33,3,1115.78,2023-07-10,2023-10-08,ongoing,801,5.94,0.0,0
T000431,C9808,eBay,Office,2976.28,4,744.07,2023-12-13,2024-04-11,late,661,18.83,31.43,0
T000432,C4974,Apple Store,Books,4464.2,3,1488.07,2023-01-25,2023-04-25,late,445,42.26,18.98,0
T000433,C4267,AliExpress,Electronics,947.02,6,157.84,2023-07-06,2024-01-02,ongoing,508,33.37,0.0,0
T000434,C1825,Nike,Fashion,417.87,6,69.64,2023-10-15,2024-04-12,ongoing,585,26.16,0.0,0
T000435,C8668,Adidas,Fashion,1216.56,4,304.14,2023-04-26,2023-08-24,paid,309,55.25,0.0,0
T000436,C6745,Target,Fashion,3978.03,6,663.0,2023-12-04,2024-06-01,ongoing,485,36.68,0.0,0
T000437,C1412,Target,Automotive,197.48,4,49.37,2023-02-06,2023-06-06,late,763,8.89,32.82,0
T000438,C8543,AliExpress,Sports,2924.46,6,487.41,2023-10-09,2024-04-06,defaulted,433,39.91,0.0,1
T000439,C8587,Amazon,Books,4977.3,4,1244.32,2023-05-17,2023-09-14,ongoing,470,37.59,0.0,0
T000440,C1728,Adidas,Electronics,4282.09,4,1070.52,2023-08-15,2023-12-13,paid,512,32.88,0.0,0
T000441,C8164,Nike,Health,2619.19,12,218.27,2023-11-16,2024-11-10,ongoing,829,4.1,0.0,0
T000442,C9867,eBay,Sports,341.61,3,113.87,2023-11-24,2024-02-22,paid,801,4.13,0.0,0
T000443,C6988,Amazon,Health,4161.08,3,1387.03,2023-07-01,2023-09-29,ongoing,326,53.94,0.0,0
T000444,C3504,AliExpress,Beauty,3004.92,6,500.82,2023-12-28,2024-06-25,paid,367,49.0,0.0,0
T000445,C3967,IKEA,Office,596.79,18,33.16,2023-03-27,2024-09-17,ongoing,707,13.66,0.0,0
T000446,C3786,Walmart,Beauty,491.94,4,122.98,2023-02-22,2023-06-22,ongoing,408,44.37,0.0,0
T000447,C2122,Amazon,Home,4550.39,3,1516.8,2023-12-14,2024-03-13,ongoing,373,49.06,0.0,0
T000448,C5079,BestBuy,Sports,3354.27,4,838.57,2023-12-21,2024-04-19,ongoing,561,30.43,0.0,0
T000449,C2571,Adidas,Health,4150.7,4,1037.68,2023-08-23,2023-12-21,paid,667,16.94,0.0,0
T000450,C6073,Target,Grocery,4397.92,3,1465.97,2023-09-24,2023-12-23,ongoing,536,30.76,0.0,0
T000451,C6104,BestBuy,Electronics,2869.57,6,478.26,2023-10-14,2024-04-11,ongoing,665,17.84,0.0,0
T000452,C3143,Amazon,Automotive,2599.3,18,144.41,2023-04-10,2024-10-01,late,585,24.67,19.24,0
T000453,C7806,Amazon,Books,2166.38,4,541.6,2023-03-28,2023-07-26,late,677,17.69,40.19,0
T000454,C8357,BestBuy,Electronics,1601.81,4,400.45,2023-01-15,2023-05-15,late,675,18.92,12.89,0
T000455,C4440,IKEA,Books,2187.11,4,546.78,2023-04-11,2023-08-09,late,375,47.03,40.22,0
T000456,C4766,BestBuy,Grocery,3875.05,3,1291.68,2023-06-14,2023-09-12,ongoing,308,55.16,0.0,0
T000457,C6644,eBay,Electronics,3019.57,12,251.63,2023-01-29,2024-01-24,ongoing,495,36.01,0.0,0
T000458,C3914,Nike,Office,4465.3,4,1116.32,2023-04-24,2023-08-22,paid,589,25.6,0.0,0
T000459,C5968,BestBuy,Home,2230.82,4,557.71,2023-04-17,2023-08-15,late,360,47.56,35.02,0
T000460,C6917,BestBuy,Fashion,3045.27,6,507.54,2023-12-30,2024-06-27,defaulted,688,17.04,0.0,1
T000461,C9787,Adidas,Grocery,3165.76,4,791.44,2023-05-10,2023-09-07,ongoing,307,55.72,0.0,0
T000462,C1728,Nike,Home,2968.69,6,494.78,2023-03-25,2023-09-21,ongoing,668,18.94,0.0,0
T000463,C2365,Walmart,Electronics,3520.6,3,1173.53,2023-09-28,2023-12-27,ongoing,344,48.67,0.0,0
T000464,C5492,BestBuy,Health,1206.23,12,100.52,2023-09-01,2024-08-26,paid,643,19.56,0.0,0
T000465,C1698,BestBuy,Home,2574.01,12,214.5,2023-08-02,2024-07-27,paid,674,15.88,0.0,0
T000466,C8186,eBay,Automotive,543.52,6,90.59,2023-11-02,2024-04-30,ongoing,326,52.68,0.0,0
T000467,C1395,Target,Home,1937.94,18,107.66,2023-06-15,2024-12-06,ongoing,492,36.83,0.0,0
T000468,C8400,eBay,Beauty,2451.14,3,817.05,2023-10-06,2024-01-04,paid,656,17.84,0.0,0
T000469,C9082,BestBuy,Office,3269.82,4,817.46,2023-02-28,2023-06-28,paid,361,50.25,0.0,0
T000470,C5171,Adidas,Grocery,4753.89,6,792.32,2023-03-31,2023-09-27,ongoing,361,49.12,0.0,0
T000471,C5360,eBay,Fashion,3013.24,6,502.21,2023-11-27,2024-05-25,late,721,13.66,38.36,0
T000472,C3502,Adidas,Electronics,3724.38,4,931.1,2023-07-13,2023-11-10,paid,679,18.99,0.0,0
T000473,C1717,Nike,Grocery,2543.67,4,635.92,2023-05-03,2023-08-31,late,576,25.73,27.2,0
T000474,C3782,Adidas,Sports,3179.67,3,1059.89,2023-05-16,2023-08-14,late,730,13.6,46.23,0
T000475,C5946,IKEA,Grocery,377.89,4,94.47,2023-05-19,2023-09-16,ongoing,414,42.1,0.0,0
T000476,C6486,Apple Store,Automotive,1290.6,3,430.2,2023-08-17,2023-11-15,ongoing,420,42.57,0.0,0
T000477,C9335,Nike,Grocery,1825.22,6,304.2,2023-10-01,2024-03-29,paid,824,4.01,0.0,0
T000478,C5980,Apple Store,Sports,2375.65,3,791.88,2023-02-19,2023-05-20,ongoing,715,15.13,0.0,0
